'1AVStreamer '		'80, 8070 '	'80, 8070 '
'Quadrox WebCCTV NDVR '		'80, 1518 '	'4096-4224 '
'Quadrox WebCCTV NVR '		'80, 1518 '	'4096-4224 '
'Quake 2 '		' '	27910
'Quake 3 '		'27950, 27952, 27960, 27965 '	'27950, 27952, 27960, 27965 '
'Quake 4 '		27650	27650
'QuickTime 4 server '		6970	'6970-7000 '
'R.U.S.E. '		'25150-25199, 27014-27050 '	'3478, 4379-4380, 25150-25199, 27000-27030 '
'radmin - Remote Administrator '		4899	4899
'Rag Doll Kung Fu Server '		27015	27015
'Ragnarok Online Server '		'5121, 6121, 6900 '	'5121, 6121, 6900 '
'Railroad Tycoon III '		'6073, 6500, 9000 '	' '
'Rainbow Six '		2346	2346
'Rainbow Six 3 Raven Shield '		' '	'7777-7787, 8777-8787 '
'Rainbow Six 3 Raven Shield with Ubi.com '		' '	'80, 6667, 7777-7787, 8777-8787, 40000-42000 '
'Rainbow Six Lockdown '		'2346-2348 '	'2346-2348 '
'Rainbow Six Lockdown with Ubi.com '		'80, 2346-2348, 6668, 40000-42999 '	'2346-2348, 44000, 45000 '
'Rainbow Six Vegas '		'80, 3074 '	'3074-3174 '
'Rakion '		' '	'2300-2399 '
'Re-Volt '		47624	'2300-2400 '
'RealAudio '		' '	'6970-7170 '
'Realflight G3 '		' '	2300
'Realflight G4 '		' '	'61234-61250, 61300-61316 '
'Realflight G5 '		' '	'61234-61250, 61300-61316 '
'RealVNC '		5900	5900
'Remote Administrator '		4899	' '
'Remote Anything '		'3999-4000 '	'3996-3998 '
'Remote Desktop '		3389	3389
'Remote Support System '		5500	' '
'Remotely Anywhere '		2000	2000
'Remotely Possible Server '		799	' '
'Return to Castle Wolfenstein '		28960	27960
'Revo DVRNS '		'8016, 8116, 8200, 10019, 12088 '	'8016, 8116, 8200, 10019, 12088 '
'rFactor '		34447	'34297, 34397 '
'Richard Garriots Tabula Rasa '		'8001, 8101-8104 '	' '
'Rise of Flight '		'80, 443 '	'28000-28001 '
'Rise of Legends '		80	6112
'Rise of Nations '		34987	34987
'Risk II '		19786	19786
'Rival Ball Tournament '		' '	'24200-24216 '
'Robot Rage '		' '	1626
'Roger Wilco '		3782	'3782, 3783 '
'Rogue Spear '		2346	2346
'Rome Total War '		'3783, 6500, 6667, 28900, 29900-29901 '	'6515, 13139, 27750, 27900 '
'ROSE Online '		'80, 29000, 29100, 29200 '	' '
'RTSP '		554	554
'Rumble Fighter '		'7000-8500 '	'7000-8500 '
'Rune '		7777	7777
'Runescape Private Server '		43594	43594
'RUSE '		'25150-25199, 27014-27050 '	'3478, 4379-4380, 25150-25199, 27000-27030 '
'Rush for Berlin '		' '	'5555, 6500 '
'S.T.A.L.K.E.R. - Shadow of Chernobyl '		'3783, 6515, 6667, 13139, 27900, 28900, 29900, 29901 '	' '
'S4 Leage '		'6445, 25289, 28002, 28008, 28012-28013, 29771 '	' '
'SA-MP Server '		7777	7777
'Sacrifice '		'2302-2400, 6073 '	'2302-2400, 6073 '
'SAM2 Broadcaster '		'1221, 3306, 3690 '	'1221, 3306, 3690 '
'ScreenConnect '		'8040-8041 '	' '
'Secure Planet VPN '		9555	' '
'Senomix Timesheets '		' '	'8052-8059 '
'Serious Sam The Second Encounter '		'25600-25616 '	'25600-25616 '
'Serv-U '		'21, 50000-50004 '	'50000-50004 '
'Settlers 3 '		47624	'3343-3350, 2300-2400 '
'Settlers 4 '		'3000, 3105 '	'3000, 3105 '
'Shiva VPN '		2233	2233
'ShoutCast '		'8000-8001 '	'8000-8001 '
'SideSaddle '		'27224-27226 '	' '
'SightSpeed '		' '	9000
'Silent Hunter III '		'17997-18003 '	'17997-18003 '
'Silent Hunter IV - Wolves of the Pacific '		'3074, 19000 '	'3074-3174, 19001, 19002 '
'Silverfall '		'9103, 28999, 30400 '	'9103, 28999, 30400 '
'SimpleCam v2.0 '		8888	8888
'Sin '		22450	22450
'Sipru '		'5060, 6060 '	'5060, 6060 '
'SlingBox '		5001	5001
'SMTP '		25	25
'Socom '		'53, 80, 443, 10070-10080 '	'6000-6999, 10070 '
'Socom 2 '		'53, 80, 443, 10070-10080 '	'6000-6999, 10070 '
'Socom 3 '		'80, 10070-10080 '	'6000-7000, 10070, 50000 '
'Soldat '		'23073, 23083 '	23073
'Soldier of Fortune '		' '	'28910-28915 '
'Soldier of Fortune 2 '		' '	'20100-20112 '
'Soldier Of Fortune 2 Double Helix '		'20100-20112 '	'20100-20112 '
'Soldiers-Heroes of World War II '		' '	'2302, 6073 '
'Sonic Robo Blast 2 '		' '	5029
'Sony Playstation 3 '		'80, 10070-10080 '	'50000, 6000-7000, 10070-10080 '
'Sony SNCP5 '		80	' '
'Speak Freely '		' '	'2074-2076 '
'Speco Technologies TL DVRs '		80	' '
'Spellforce - The Order of Dawn '		'3783, 6667, 28900, 29900, 29901 '	'2302-2400, 2801, 3783, 6073, 6500, 6515, 13139, 27900 '
'Spellforce 2 '		'2802-2803, 30140 '	'2802-2803, 30140 '
'Splashtop Remote '		'6783-6785 '	' '
'Splinter Cell - Conviction '		'22350-22380 '	'9100, 9103, 10196 '
'Spliter Cell Chaos Theory '		'6668, 9102, 40000-43000 '	'7776, 8888-8891, 8878, 9011, 9102-9103, 9106-9107, 41006, 44000, 45000-45001 '
'Spliter Cell Chaos Theory w AllSeeingEye '		'6668, 9102, 27243-27245, 40000-43000 '	'7776, 8888-8891, 8878, 9011, 9102-9103, 9106-9107, 27243-27245, 41006, 44000, 45000-45001 '
'Spliter Cell Double Agent '		3074	'3074, 8888-8889 '
'Spliter Cell Pandora Tomorrow '		'40000-43000 '	'7776, 8888, 44000, 45000-45001 '
'SSH '		22	22
'SSX 3 '		13505	'3658, 6000-6001 '
'Stamps.com '		'80, 443 '	' '
'Star Trek - Armada 2 '		'3040, 6667 '	'2302, 3056, 3057, 6500, 13139, 16499, 29701 '
'Star Trek - Legacy '		'3659, 6500, 27900 '	'3659, 6500, 27900 '
'Star Trek Online '		'80, 443, 7003, 7202, 7255, 7499 '	' '
'Star Trek Starfleet Command III '		'2302-2303, 6073 '	' '
'Star Wars Galaxies '		'1023-7000, 7040, 7070 '	'1023-7000, 9700-9703, 44453, 44462-44463 '
'Star Wars Jedi Knight II Jedi Outcast '		' '	'28060, 28061, 28062, 28070-28081 '
'Starcraft '		6112	6112
'StarCraft II '		'1119, 1120 '	'1119, 1120 '
'StarCraft II Downloader '		'1119-1120, 3724, 4000, 6112-6114, 6881-6999 '	' '
'Starfleet Command '		'2300-2400, 47624 '	'2300-2400, 47624 '
'Starsiege Tribes Server '		' '	28001
'Starwars Battle Front '		'3658-3659, 6500 '	'3658-3659, 6500 '
'Starwars Battle Front Gamespy '		'3658-3659, 6500, 27900 '	'3658-3659, 6500, 27900 '
'Starwars Empire at War '		'1234, 3658-3660, 6500, 27900, 28910, 3783, 6515, 6667, 13139, 28900, 29900-29901, 29920 '	'1234, 3658-3660, 6500, 27900, 28910, 3783, 6515, 6667, 13139, 28900, 29900-29901, 29920 '
'Starwars Galactic Battlegrounds Clone Campaigns '		'2300-2400, 6073, 47624 '	'2300-2400, 6073 '
'Starwars Jedi Knight Jedi Academy '		' '	'28060-28062, 28070-28081 '
'Starwars Jedi Knight Jedi Outcast '		' '	'28060-28062, 28070-28081 '
'Steam Client '		'27014-27050 '	'3478-4380, 27000-27030 '
'Steam Server '		27015	' '
'Steel Beasts Pro PE '		'2300-2400 '	'2300-2400, 47624 '
'Strat-O-Matic Baseball '		6501	6501
'Strat-O-Matic Basketball '		6501	6501
'Strat-O-Matic Football '		6501	6501
'Strat-O-Matic Hockey '		6501	6501
'Street Fighter Online '		1626	1626
'Stronghold 2 '		16699	' '
'Stronghold Crusader '		'2300-2400, 47624 '	'2300-2400 '
'Subsonic '		'80, 4040 '	' '
'SuperSync '		5360	' '
'Supreme Commander '		' '	'6112, 9103, 30350-30351 '
'SureSync '		'9002-9033 '	' '
'Survival Project '		'9000-10000 '	'9000-10000 '
'SVAT CLEARVU1 '		50000	50000
'SVAT CLEARVU3 '		'80, 2000 '	'80, 2000 '
'SVAT CV0204DVR '		80	80
'SVAT Sentinel1 '		50000	50000
'SWAT 4-The Stetchkov Syndicate '		' '	'10480-10483 '
'SWAT3 '		16639	16638
'Synology DS209 '		'20-22, 80, 111, 137-139, 443, 445, 548, 873, 892, 2049, 3260, 4662, 4672, 5000-5001, 5432, 9997-9999, 55536-55663, 55736-55863, 6881-6999 '	'111, 139, 445, 892, 2049, 4662, 4672, 5432, 9997-9999, 6881-6999 '
'Synology DS210j '		'20-22, 80, 111, 137-139, 443, 445, 548, 873, 892, 2049, 3260, 4662, 4672, 5000-5001, 5432, 9997-9999, 55536-55663, 55736-55863, 6881-6999 '	'111, 139, 445, 892, 2049, 4662, 4672, 5432, 9997-9999, 6881-6999 '
'Synology DS409slim '		'20-22, 80, 111, 137-139, 443, 445, 548, 873, 892, 2049, 3260, 4662, 4672, 5000-5001, 5432, 9997-9999, 55536-55663, 55736-55863, 6881-6999 '	'111, 139, 445, 892, 2049, 4662, 4672, 5432, 9997-9999, 6881-6999 '
'Synology DS410j '		'20-22, 80, 111, 137-139, 443, 445, 548, 873, 892, 2049, 3260, 4662, 4672, 5000-5001, 5432, 9997-9999, 55536-55663, 55736-55863, 6881-6999 '	'111, 139, 445, 892, 2049, 4662, 4672, 5432, 9997-9999, 6881-6999 '
'Synology DS710+ '		'20-22, 80, 111, 137-139, 443, 445, 548, 873, 892, 2049, 3260, 4662, 4672, 5000-5001, 5432, 9997-9999, 55536-55663, 55736-55863, 6881-6999 '	'111, 139, 445, 892, 2049, 4662, 4672, 5432, 9997-9999, 6881-6999 '
'T.120 Data sharing '		1503	' '
'Tales of Pirates '		'21, 1983 '	' '
'TalkSwitch '		'80, 9393 '	'69, 5060, 6000-6006, 6010-6016, 6020-6026, 6030-6036 '
'Talon DVR '		'80, 3000-3007, 8800 '	'80, 3000-3007, 8800 '
'Tamago '		9000	9000
'Tams11 Gaming Lobby '		7772	' '
'TeamSpeak '		'10011, 30033 '	9987
'Teamviewer '		5900	' '
'TED - The Energy Detective '		80	' '
'TELNET '		23	23
'Tencent QQ '		' '	'8000, 8001 '
'Terminal Services '		3389	' '
'Tesco Internet Phone '		' '	4569
'Test Drive Unlimited '		'6667, 9961, 17475, 27000-30000 '	'8880-8890, 9961, 17475, 27000-30000 '
'The Better Mod-TBM '		'28000-28030 '	'28000-28030 '
'The Guild 2 '		' '	'2801, 2816, 30180, 15666 '
'The Lord of the Rings-War of the Ring '		'6500, 7175, 13139 '	'6500, 7175, 13139 '
'The Lord of the Rings-War of the Ring Gamespy '		'3783, 6500, 6667, 28900, 29900-29901 '	'6515, 13139, 27900 '
'The Matrix Online '		'80, 5190, 10000, 11000 '	10000
'The Orange Block '		'28000-28030 '	'28000-28030 '
'The Political Machine '		2509	' '
'The Settlers II 10th Aniversary Edition '		'5479, 6582, 8777 '	' '
'The Settlers V Heritage of Kings '		'6668, 7073, 40000-42999 '	'7073, 41006, 44000, 45000-45001 '
'Throne of Darkness '		'15101-15200, 15802, 20871 '	' '
'Tiberian Sun '		'1140-1234, 4000 '	'1140-1234, 4000 '
'Tibia '		7171	7171
'Tiger Woods 2004 '		'80, 443, 13505, 20803, 20809, 32768-65535 '	'80, 443, 13505, 20803, 20809, 32768-65535 '
'Tiger Woods 2005 '		'80, 443, 13505, 20803, 20809, 32768-65535 '	'80, 443, 13505, 20803, 20809, 32768-65535 '
'Tiger Woods 2006 '		'13505, 20803-20809, 32768-65535 '	' '
'Tiger Woods PGA Tour 07 '		'80, 443, 13500-13599, 32700-32799 '	'32768-65535, 9570 '
'Tiger Woods PGA Tour 08 '		'80, 443, 13500, 35400-35499, 32768-65535 '	9570
'Tight VNC '		'5800, 5500, 5900 '	' '
'Timbuktu Pro Mac '		407	' '
'Timbuktu Pro Windows '		'407, 1417-1420 '	' '
'Timespliters Future Perfect '		'13505, 18070-18075 '	'3000, 18075 '
'Titan Quest '		' '	'42800, 49152-49172, 49272-49292 '
'TOCA RACE DRIVER 2 '		10975	'1673, 10975 '
'ToCA Race Driver 3 '		' '	'3658, 26900, 27900 '
'Tom Clancys H.A.W.X. '		' '	'1001, 3074-3174, 7788 '
'Tony Hawks Pro Skater 3 '		'5150-5151, 6500 '	'5150-5151, 6500 '
'Tony Hawks Pro Skater 4 '		5150	5150
'Tony Hawks Underground 2 '		'5150-5151 '	' '
'Total Annihilation '		'2300-2400, 47624 '	'2300-2400 '
'Track Mania '		2350	2350
'Transmission '		51413	' '
'TRENDnet TV-IP110W '		80	' '
'TRENDnet TV-IP512WN '		80	' '
'Tribes '		'27999, 28000, 28008, 28020 '	' '
'Tribes - Vengeance '		'7777-7778, 28910 '	'7777-7778, 28910 '
'Tribes 2 '		' '	'27999, 28000, 28001-29000 '
'Tribes Aerial Assault '		'28000-28008 '	' '
'Trispen@TheOffice '		9555	' '
'True Crime Streets of L.A. '		'6667, 28910 '	' '
'Tunngle '		' '	'11155-11155 '
'Turkojan '		'5742-5745, 15963 '	'5742-5745, 15963 '
'TVersity Media Server '		41952	' '
'Twisted Metal Black Online '		'53, 80, 443, 10070, 10080 '	'6000-6999 '
'Two Worlds '		' '	17771
'Two Worlds Hosting '		' '	'17171, 17771 '
'UEFA EURO 2004 '		' '	3658
'Ultima Online '		'5001-5010, 7775-7777, 7875, 8800-8900, 9999 '	' '
'Ultimate Baseball Online Client '		' '	'20000-22200 '
'Universal Devices ISY-99i '		'80, 443 '	' '
'Unreal Media Server '		5119	' '
'Unreal Tournament '		'7777, 8080, 8777, 9777, 27900 '	'7777, 7778, 7779, 27900 '
'Unreal Tournament 2004 '		'7777-7788, 27900, 42292 '	'7777-7788, 27900, 42292 '
'Unreal Tournament 3 '		' '	'6500, 7777, 7778, 7787, 13000, 27900 '
'Ventrilo '		3784	'3784, 6100 '
'Ventrilo Server '		3784	3784
'Verizon VoiceWing '		' '	'69, 5060, 16384-16392 '
'Viatalk '		' '	'69, 5060-5061, 10000-20000 '
'Video Insight Health Monitor '		11000	' '
'Video Insight IP Server '		'80, 4010, 4011, 1433 '	' '
'Video Insight Server '		'80, 1433, 4000, 11111 '	' '
'Video Patrol '		8010	' '
'VideoReQuest '		'22, 2992, 3670 '	'22, 2992, 3670 '
'VidPhone '		'3000-3005 '	'3000-3005 '
'Virtual Skipper 3 + 4 '		2350	2350
'Vitual Network Computing '		'5500, 5800, 5900 '	' '
'VNC '		'5500, 5800, 5900 '	' '
'Vodafone Sure Signal '		50	'123, 500, 4500 '
'Voip.com '		' '	'5060-5061, 10000-20000 '
'Vonage '		' '	'5061, 10000-20000 '
'VPhone '		11675	11675
'vsftp '		'20, 21 '	' '
'WanCatan '		20931	20931
'Warcraft II '		'6112-6119 '	'6112-6119 '
'Warcraft III '		'6112-6119 '	'6112-6119 '
'Warhammer - Mark of Chaos '		' '	8872
'Warhammer 40000 - Dawn of War - Dark Crusade '		'6667, 28910, 29900, 29901, 29920 '	'6500, 27900, 27901, 29910 '
'Warhammer 40000 - Dawn of War GotY '		'6667, 28910, 29901, 29920 '	'6112, 6500, 27901, 29910 '
'Warhammer Online - Age of Reckoning '		'1380, 8048 '	' '
'Warlords Battlecry '		'2300-2400, 47624 '	'2300-2400 '
'Warlords Battlecry II '		'2300-2400, 47624 '	'2300-2400 '
'Warp Pipe '		4000	4000
'Warrior King '		2301	2301
'Warrock '		5340	5350
'Warsow '		' '	'27950, 44400 '
'Warzone 2100 '		2100	' '
'Warzone 2100 GameSpy '		'2300-2400 '	'2300-2400 '
'Webcam32 '		8888	8888
'WebcamXP '		'8080, 8090 '	' '
'Well of Souls with MIX '		'8000-8001, 8888 '	'8000-8001, 8888 '
'Wengo '		' '	'5060, 10600-10601 '
'Westwood Online '		'1140, 1234, 4000 '	'1140, 1234 '
'Wii Call of Duty - Black Ops '		'443, 3074 '	'3074-3075 '
'Wii GoldenEye 007 '		' '	3074
'Will Rock '		' '	7780
'Winamp Audio Streaming '		'8000-8001 '	' '
'Windows 2000 Terminal Server '		3389	3389
'Windows Home Server '		'80, 443, 4125 '	' '
'Windows Media Server '		3690	' '
'WinGate VPN '		809	809
'WIRES-II '		'4000-5000 '	'4000-5000 '
'Wolfenstein Enemy Territory '		'27950, 27952, 27960, 27965 '	'27950, 27952, 27960, 27965 '
'World of Warcraft '		'1119, 3724, 4000, 6112-6114 '	3724
'World of Warcraft Downloader '		'1119-1120, 3724, 4000, 6112-6114, 6881-6999 '	' '
'Worms 3D '		'5911, 5912 '	'5911, 5912 '
'Worms 4 - Mayhem '		'80, 5911, 6667, 28900, 29900, 29901 '	'5911, 6500, 13139, 27900 '
'Worms Armageddon '		17011	' '
'WWW File Share Pro '		80	' '
'X-Lite '		'5060, 8000-8005 '	' '
'X-Men Legends 2 Rise of Apoclypse '		' '	'5165, 27900-27901 '
'X10 Multiview '		'8080, 8888 '	' '
'Xanboo Homesight Service '		2047	' '
'XBConnect '		8602	8602
'XBox 360 Media Center '		'53, 80, 3074 '	'53, 88, 3074 '
'Xbox Live 360 '		'53, 80, 1863, 3074 '	'53, 88, 1863, 3074 '
'Xbox 360'		3074	3074
'Xfire Chat '		' '	25777
'Xfire Directplay 7 '		'2300-2400, 47624 '	'2300-2400, 47624 '
'Xfire Directplay 8 '		'2302-2400, 6073 '	'2302-2400, 6073 '
'Xlink Kai '		' '	30000
'Xwis '		'3840, 4005, 4808, 4810, 4995, 7000-7002 '	'1234-1237, 4000, 5009, 5400 '
'Y-cam Wireless IP Camera '		'8150-8350 '	'8150-8350 '
'Yahoo Fantasy Football '		'843, 1843, 11999 '	'843, 1843, 11999 '
'Yahoo Fantasy Sports '		'843, 1843, 11999 '	'843, 1843, 11999 '
'Yahoo File Transfer '		80	' '
'Yahoo Messenger Chat '		'5000-5001, 5050 '	' '
'Yahoo Messenger File Transfer '		80	' '
'Yahoo Messenger P2P Instant Messages '		5101	' '
'Yahoo Messenger Phone '		' '	5055
'Yahoo Messenger Super Webcam '		5100	' '
'Yahoo Messenger Voice Chat '		'5000-5001 '	'5000-5010 '
'Yahoo P2P Instant Messages '		5101	' '
'Yahoo Super Webcam '		5100	' '
'Yahoo Voice Chat '		' '	'5000-5010 '
'Yugioh Virtual Desktop '		'7237-7239 '	'7237-7239 '
'zbattle.net '		4000	7845
'ZNES '		' '	7845
